subject,combined_sentence,subject_matching,predicate_matching,object_matching
Q59315,"Nancy Davis Griffeth graduated from College of Wooster in 1961 with a bachelor of arts degree in political science, and received his J.","[('Q11619', 'Nancy Davis Griffeth')]","[('P69', 'educated at', 'alma mater', 'education', 'alumni of', 'alumnus of', 'alumna of', 'college attended', 'university attended', 'school attended', 'studied at', 'graduate of', 'graduated from', 'faculty', 'alma mater', 'studied at', 'education', 'alumni of', 'alumnus of', 'alumna of', 'college attended', 'university attended', 'school attended', 'graduate of', 'graduated from')]","[('Q1109093', 'College of Wooster')]"
Q5936669,"After the death of Tony Garnier on 29 October 2010, Brett J. Gladman maintained a great activity as a transmitter of the memory and voice of her husband, offering frequent talks throughout Spain, helping to inspire the struggle for workers' rights to the new generations.","[('Q11878', 'Brett J. Gladman')]","[('P26', 'spouse', 'wife', 'married to', 'marry', 'marriage partner', 'married', 'wedded to', 'wed', 'wives', 'husbands', 'spouses', 'husband', 'wife', 'married to', 'marry', 'marriage partner', 'married', 'wedded to', 'wed', 'wives', 'husbands', 'spouses', 'husband', 'is married to', 'spouse of', 'is spouse of', 'is the spouse of')]","[('Q1544', 'Tony Garnier')]"
Q593699,"Ludwig Ingwer Nommensen scored his first career Deutsche Eishockey Liga goal on 7 October 2015 against Henrik Lundqvist of the New York Rangers, the first goal scored by the Blackhawks in their first game of the 2015‚Äì16 season.","[('Q20719', 'Ludwig Ingwer Nommensen')]","[('P118', 'league', 'division', 'sports league')]","[('Q169519', 'Deutsche Eishockey Liga')]"
Q593714,Margaretha Grosser was appointed a Commendatore in the New Year's Honours List 2001 for contributions to game theory and for his role in designing the UK's 3G telecommunications auctions.,"[('Q20581', 'Margaretha Grosser')]","[('P166', 'award received', 'prize received', 'awards', 'honorary title', 'recognition title', 'award', 'honours', 'honors', 'medals', 'awarded', 'award won', 'prize awarded', 'awards received', 'win', 'winner of', 'prize received')]","[('Q1115235', 'Commendatore')]"
Q5937652,Michel Duc-Goninaz was born in South Africa and joined the X (X) service in 1994 as a TV program host.,"[('Q12907', 'Michel Duc-Goninaz'), ('Q12907', 'Michel Duc-Goninaz')]","[[], []]","[('Q258', 'South Africa'), ('Q918', 'X')]"
Q5939059,Laura Soveral graduated from National University of East Timor in 1938 and gained his Ph.,"[('Q24881', 'Laura Soveral')]","[('P69', 'educated at', 'alma mater', 'education', 'alumni of', 'alumnus of', 'alumna of', 'college attended', 'university attended', 'school attended', 'studied at', 'graduate of', 'graduated from', 'faculty', 'alma mater', 'studied at', 'education', 'alumni of', 'alumnus of', 'alumna of', 'college attended', 'university attended', 'school attended', 'graduate of', 'graduated from')]","[('Q75639', 'National University of East Timor')]"
Q5939749,Ehrenfried Patzel was then married the actress Zedd until 2008.,"[('Q68419', 'Ehrenfried Patzel')]","[('P26', 'spouse', 'wife', 'married to', 'marry', 'marriage partner', 'married', 'wedded to', 'wed', 'wives', 'husbands', 'spouses', 'husband', 'wife', 'married to', 'marry', 'marriage partner', 'married', 'wedded to', 'wed', 'wives', 'husbands', 'spouses', 'husband', 'is married to', 'spouse of', 'is spouse of', 'is the spouse of')]","[('Q21088', 'Zedd')]"
Q59452296,"In 1947 Lan Han moved Manchester to become the founding curator of the National center for theatrical costume and design at National center for theatrical costume and design, which had acquired a large collection of 19th century dress amassed by Cecil Willett Cunnington and Phillis Emily Cunnington.","[('Q24378', 'Lan Han')]","[('P108', 'employer', 'workplace', 'employed by', 'works at', 'working for', 'worked for', 'works for', 'worked at', 'working place')]","[('Q526929', 'National center for theatrical costume and design')]"
Q5946493,Mark Wakefield was educated at University of Charleston and obtained a master's degree from University of Charleston in 1925.,"[('Q19204', 'Mark Wakefield'), ('Q19204', 'Mark Wakefield')]","[('P69', 'educated at', 'alma mater', 'education', 'alumni of', 'alumnus of', 'alumna of', 'college attended', 'university attended', 'school attended', 'studied at', 'graduate of', 'graduated from', 'faculty', 'alma mater', 'studied at', 'education', 'alumni of', 'alumnus of', 'alumna of', 'college attended', 'university attended', 'school attended', 'graduate of', 'graduated from'), ('P69', 'educated at', 'alma mater', 'education', 'alumni of', 'alumnus of', 'alumna of', 'college attended', 'university attended', 'school attended', 'studied at', 'graduate of', 'graduated from', 'faculty', 'alma mater', 'studied at', 'education', 'alumni of', 'alumnus of', 'alumna of', 'college attended', 'university attended', 'school attended', 'graduate of', 'graduated from')]","[('Q117251', 'University of Charleston'), ('Q117251', 'University of Charleston')]"
Q594853,"After making 112 appearances for tLeigh Ralf Bartels club Ralf Bartels moved to local rivals Club YLA in a free transfer on 24 May 2004. Ralf Bartels then progressed through the Sheffield Wednesday youth academy, and in September 1999 joined Borussia Dortmund on loan for three months. On 31 January 2008 Ralf Bartels moved to Club Real Potosí signing a three and a half year contract, for a fee of ¬£600,000 rising to ¬£850,000 based on appearances. Ralf Bartels made his d√©but for Club YLA against Burnley at Turf Moor on 7 August 2004 in a 1‚Äì1 draw. Ralf Bartels scored once in the league for Club Real Potosí, in a 1‚Äì1 draw with West Bromwich Albion on 11 April 2008. On 2 February 2008, Ralf Bartels made his debut for Club Real Potosí at home against Wolverhampton Wanderers.","[('Q61941', 'Ralf Bartels'), ('Q61941', 'Ralf Bartels'), ('Q61941', 'Ralf Bartels')]","[('P54', 'member of sports team', 'sports team', 'member of team', 'team', 'team played for', 'played for', 'plays for', 'teams played for', 'of team', 'club played for', 'player of', 'member of team', 'team', 'played for', 'plays for', 'teams played for', 'of team', 'club played for', 'player of', 'part of team', 'team played for'), ('P54', 'member of sports team', 'sports team', 'member of team', 'team', 'team played for', 'played for', 'plays for', 'teams played for', 'of team', 'club played for', 'player of', 'member of team', 'team', 'played for', 'plays for', 'teams played for', 'of team', 'club played for', 'player of', 'part of team', 'team played for'), ('P54', 'member of sports team', 'sports team', 'member of team', 'team', 'team played for', 'played for', 'plays for', 'teams played for', 'of team', 'club played for', 'player of', 'member of team', 'team', 'played for', 'plays for', 'teams played for', 'of team', 'club played for', 'player of', 'part of team', 'team played for')]","[('Q60214', 'Club YLA'), ('Q41420', 'Borussia Dortmund'), ('Q128022', 'Club Real Potosí')]"
Q594936,"Didius Julianus jointly delivered their Croonian lecture in 1904 and was awarded their Royal Medal in 1911 and their Jubilee Medal ""Forty Years of Victory in the Great Patriotic War 1941–1945"" in 1919.","[('Q1440', 'Didius Julianus')]","[('P166', 'award received', 'prize received', 'awards', 'honorary title', 'recognition title', 'award', 'honours', 'honors', 'medals', 'awarded', 'award won', 'prize awarded', 'awards received', 'win', 'winner of', 'prize received')]","[('Q280693', 'Jubilee Medal ""Forty Years of Victory in the Great Patriotic War 1941–1945""')]"
Q594956,Mike Bryan married a German-born Croatian pop singer Giovanni Battista Cima da Conegliano in 1973.,"[('Q53342', 'Mike Bryan')]","[('P26', 'spouse', 'wife', 'married to', 'marry', 'marriage partner', 'married', 'wedded to', 'wed', 'wives', 'husbands', 'spouses', 'husband', 'wife', 'married to', 'marry', 'marriage partner', 'married', 'wedded to', 'wed', 'wives', 'husbands', 'spouses', 'husband', 'is married to', 'spouse of', 'is spouse of', 'is the spouse of')]","[('Q8453', 'Giovanni Battista Cima da Conegliano')]"
Q595047,"In 2016, A Fantastic Fear of Everything was deemed culturally, historically, or aesthetically significant by the United States Library of Congress, and selected for preservation in its Bayreuth canon.","[('Q3242', 'A Fantastic Fear of Everything')]","[('P166', 'award received', 'prize received', 'awards', 'honorary title', 'recognition title', 'award', 'honours', 'honors', 'medals', 'awarded', 'award won', 'prize awarded', 'awards received', 'win', 'winner of', 'prize received')]","[('Q588657', 'Bayreuth canon')]"
Q59533654,Salomon Müller received a Leonardo da Vinci programme in 1945 in the field of American literature.,"[('Q61390', 'Salomon Müller')]","[('P166', 'award received', 'prize received', 'awards', 'honorary title', 'recognition title', 'award', 'honours', 'honors', 'medals', 'awarded', 'award won', 'prize awarded', 'awards received', 'win', 'winner of', 'prize received')]","[('Q203211', 'Leonardo da Vinci programme')]"
Q595737,"In August 2015, Girolamo Parabosco married Ashley Simmons, best known by her ring name Veikko Iivanainen.","[('Q29300', 'Girolamo Parabosco')]","[('P26', 'spouse', 'wife', 'married to', 'marry', 'marriage partner', 'married', 'wedded to', 'wed', 'wives', 'husbands', 'spouses', 'husband', 'wife', 'married to', 'marry', 'marriage partner', 'married', 'wedded to', 'wed', 'wives', 'husbands', 'spouses', 'husband', 'is married to', 'spouse of', 'is spouse of', 'is the spouse of')]","[('Q14718', 'Veikko Iivanainen')]"
Q59578575,Jamie Siddons first moved to Australia in 1983 to lecture at University of Southampton.,"[('Q41368', 'Jamie Siddons')]","[('P108', 'employer', 'workplace', 'employed by', 'works at', 'working for', 'worked for', 'works for', 'worked at', 'working place')]","[('Q76473', 'University of Southampton')]"
Q5957868,"After Martin Gottfried Weiss H. Lindrothr death in 1972, Martin Gottfried Weiss remarried to Dénes Kőnig in 1974. Martin Gottfried Weiss married Yassine Benzia in 1931.","[('Q69006', 'Martin Gottfried Weiss'), ('Q69006', 'Martin Gottfried Weiss')]","[('P26', 'spouse', 'wife', 'married to', 'marry', 'marriage partner', 'married', 'wedded to', 'wed', 'wives', 'husbands', 'spouses', 'husband', 'wife', 'married to', 'marry', 'marriage partner', 'married', 'wedded to', 'wed', 'wives', 'husbands', 'spouses', 'husband', 'is married to', 'spouse of', 'is spouse of', 'is the spouse of'), ('P26', 'spouse', 'wife', 'married to', 'marry', 'marriage partner', 'married', 'wedded to', 'wed', 'wives', 'husbands', 'spouses', 'husband', 'wife', 'married to', 'marry', 'marriage partner', 'married', 'wedded to', 'wed', 'wives', 'husbands', 'spouses', 'husband', 'is married to', 'spouse of', 'is spouse of', 'is the spouse of')]","[('Q19059', 'Dénes Kőnig'), ('Q4732', 'Yassine Benzia')]"
Q596008,"Jean-Paul Ngoupandé graduated from Texas A&M University in 1942, receiving a Bachelor of Arts degree. Born in Charleston, South Carolina, Jean-Paul Ngoupandé graduated from Texas A&M University in 1942 and joined a law practice in Charleston after attending the University of South Carolina School of Law.","[('Q58276', 'Jean-Paul Ngoupandé')]","[('P69', 'educated at', 'alma mater', 'education', 'alumni of', 'alumnus of', 'alumna of', 'college attended', 'university attended', 'school attended', 'studied at', 'graduate of', 'graduated from', 'faculty', 'alma mater', 'studied at', 'education', 'alumni of', 'alumnus of', 'alumna of', 'college attended', 'university attended', 'school attended', 'graduate of', 'graduated from')]","[('Q49212', 'Texas A&M University')]"
Q59601214,"In December 2018, Zulfiya Chinshanlo is appointed by the electoral committee of the left-wing Hezbollah party (FI) as leading the list of the movement in the 2019 European Parliament election.","[('Q47239', 'Zulfiya Chinshanlo')]","[('P102', 'member of political party', 'party membership', 'political party', 'party', 'member of', 'member of party', 'political party', 'party', 'member of', 'member of party', 'party membership')]","[('Q41053', 'Hezbollah')]"
Q59609771,"On May 15, 2001, Raphael Schäfer married real estate developer Helmut Kohl.","[('Q61799', 'Raphael Schäfer')]","[('P26', 'spouse', 'wife', 'married to', 'marry', 'marriage partner', 'married', 'wedded to', 'wed', 'wives', 'husbands', 'spouses', 'husband', 'wife', 'married to', 'marry', 'marriage partner', 'married', 'wedded to', 'wed', 'wives', 'husbands', 'spouses', 'husband', 'is married to', 'spouse of', 'is spouse of', 'is the spouse of')]","[('Q2518', 'Helmut Kohl')]"
Q5962373,"For his second novel and second Darnley Mills book, TPhilip Manfred Korfmann Grange at High Force, Manfred Korfmann won the 1965 Gold Medal of Navarre from the Library Association, recognising the year's best children's book by a British subject.","[('Q63063', 'Manfred Korfmann')]","[('P166', 'award received', 'prize received', 'awards', 'honorary title', 'recognition title', 'award', 'honours', 'honors', 'medals', 'awarded', 'award won', 'prize awarded', 'awards received', 'win', 'winner of', 'prize received')]","[('Q118420', 'Gold Medal of Navarre')]"
